event-id,visible,timestamp,activity-x,activity-y,activity-z,external-temperature,gps:satellite-count,gps-time-to-fix,ground-speed,tag-voltage,sensor-type,geometry,individual-tag-local-identifier,n_na
33548985338,TRUE,2024-03-16T04:49:00Z,NA,NA,NA,NA,3,36,NA,NA,gps,"c(-90.301133, -0.670017)",NR87_OWL01,6
33548985347,TRUE,2024-03-16T04:50:00Z,NA,NA,NA,NA,5,17,NA,NA,gps,"c(-90.299667, -0.670433)",NR87_OWL01,6
33548985349,TRUE,2024-03-16T04:51:00Z,NA,NA,NA,NA,4,9,NA,NA,gps,"c(-90.299633, -0.670433)",NR87_OWL01,6
33548985357,TRUE,2024-03-16T05:52:00Z,NA,NA,NA,NA,4,4,NA,NA,gps,"c(-90.299333, -0.670383)",NR87_OWL01,6
33548985334,TRUE,2024-03-16T06:52:00Z,NA,NA,NA,NA,3,5,NA,NA,gps,"c(-90.30165, -0.66875)",NR87_OWL01,6
33548985335,TRUE,2024-03-16T07:52:00Z,NA,NA,NA,NA,3,10,NA,NA,gps,"c(-90.301617, -0.66875)",NR87_OWL01,6
33548985327,TRUE,2024-03-16T08:53:00Z,NA,NA,NA,NA,3,35,NA,NA,gps,"c(-90.302017, -0.668733)",NR87_OWL01,6
33548985328,TRUE,2024-03-16T09:53:00Z,NA,NA,NA,NA,4,4,NA,NA,gps,"c(-90.302, -0.66875)",NR87_OWL01,6
33548985329,TRUE,2024-03-16T10:54:00Z,NA,NA,NA,NA,5,5,NA,NA,gps,"c(-90.301983, -0.66875)",NR87_OWL01,6
33548985202,TRUE,2024-03-16T11:54:00Z,NA,NA,NA,NA,5,7,NA,NA,gps,"c(-90.317933, -0.646183)",NR87_OWL01,6
33548985205,TRUE,2024-03-16T12:55:00Z,NA,NA,NA,NA,3,30,NA,NA,gps,"c(-90.317917, -0.64625)",NR87_OWL01,6
33548985206,TRUE,2024-03-16T13:55:00Z,NA,NA,NA,NA,6,5,NA,NA,gps,"c(-90.317917, -0.646217)",NR87_OWL01,6
33548985209,TRUE,2024-03-16T14:55:00Z,NA,NA,NA,NA,5,7,NA,NA,gps,"c(-90.3179, -0.646217)",NR87_OWL01,6
33548985207,TRUE,2024-03-16T15:55:00Z,NA,NA,NA,NA,5,6,NA,NA,gps,"c(-90.317917, -0.64625)",NR87_OWL01,6
33548985203,TRUE,2024-03-16T16:56:00Z,NA,NA,NA,NA,3,27,NA,NA,gps,"c(-90.317933, -0.646267)",NR87_OWL01,6
33548985211,TRUE,2024-03-16T22:01:00Z,NA,NA,NA,NA,3,34,NA,NA,gps,"c(-90.317883, -0.646367)",NR87_OWL01,6
33548985212,TRUE,2024-03-16T23:01:00Z,NA,NA,NA,NA,4,12,NA,NA,gps,"c(-90.317883, -0.64635)",NR87_OWL01,6
33548985218,TRUE,2024-03-17T00:02:00Z,NA,NA,NA,NA,3,11,NA,NA,gps,"c(-90.317683, -0.64625)",NR87_OWL01,6
33548985037,TRUE,2024-03-17T01:02:00Z,NA,NA,NA,NA,4,7,NA,NA,gps,"c(-90.320333, -0.641667)",NR87_OWL01,6
33548985308,TRUE,2024-03-17T02:03:00Z,NA,NA,NA,NA,3,22,NA,NA,gps,"c(-90.305617, -0.6633)",NR87_OWL01,6
33548985366,TRUE,2024-03-17T03:03:00Z,NA,NA,NA,NA,5,6,NA,NA,gps,"c(-90.29715, -0.666483)",NR87_OWL01,6
33548985370,TRUE,2024-03-17T04:03:00Z,NA,NA,NA,NA,4,14,NA,NA,gps,"c(-90.29705, -0.66645)",NR87_OWL01,6
33548985365,TRUE,2024-03-17T05:04:00Z,NA,NA,NA,NA,3,32,NA,NA,gps,"c(-90.297167, -0.666433)",NR87_OWL01,6
33548985367,TRUE,2024-03-17T06:05:00Z,NA,NA,NA,NA,3,25,NA,NA,gps,"c(-90.29715, -0.6664)",NR87_OWL01,6
33548985368,TRUE,2024-03-17T07:05:00Z,NA,NA,NA,NA,5,14,NA,NA,gps,"c(-90.297133, -0.666383)",NR87_OWL01,6
33548985371,TRUE,2024-03-17T08:05:00Z,NA,NA,NA,NA,4,5,NA,NA,gps,"c(-90.297017, -0.666567)",NR87_OWL01,6
33548985362,TRUE,2024-03-17T09:06:00Z,NA,NA,NA,NA,4,31,NA,NA,gps,"c(-90.29725, -0.66645)",NR87_OWL01,6
33548985361,TRUE,2024-03-17T10:06:00Z,NA,NA,NA,NA,4,2,NA,NA,gps,"c(-90.297467, -0.666733)",NR87_OWL01,6
33548985336,TRUE,2024-03-17T11:07:00Z,NA,NA,NA,NA,4,13,NA,NA,gps,"c(-90.3016, -0.667633)",NR87_OWL01,6
33548985296,TRUE,2024-03-17T12:07:00Z,NA,NA,NA,NA,3,31,NA,NA,gps,"c(-90.3091, -0.6577)",NR87_OWL01,6
33548985301,TRUE,2024-03-17T13:07:00Z,NA,NA,NA,NA,4,3,NA,NA,gps,"c(-90.309033, -0.65775)",NR87_OWL01,6
33548985300,TRUE,2024-03-17T14:08:00Z,NA,NA,NA,NA,3,4,NA,NA,gps,"c(-90.30905, -0.65775)",NR87_OWL01,6
33548985297,TRUE,2024-03-17T15:09:00Z,NA,NA,NA,NA,3,36,NA,NA,gps,"c(-90.3091, -0.657733)",NR87_OWL01,6
33548985294,TRUE,2024-03-17T16:09:00Z,NA,NA,NA,NA,6,4,NA,NA,gps,"c(-90.309117, -0.657683)",NR87_OWL01,6
33548985299,TRUE,2024-03-17T22:01:00Z,NA,NA,NA,NA,4,38,NA,NA,gps,"c(-90.309067, -0.65765)",NR87_OWL01,6
33548985298,TRUE,2024-03-17T23:01:00Z,NA,NA,NA,NA,3,6,NA,NA,gps,"c(-90.3091, -0.657933)",NR87_OWL01,6
33548985295,TRUE,2024-03-18T00:01:00Z,NA,NA,NA,NA,3,4,NA,NA,gps,"c(-90.309117, -0.6577)",NR87_OWL01,6
33548985369,TRUE,2024-03-18T01:02:00Z,NA,NA,NA,NA,3,28,NA,NA,gps,"c(-90.2971, -0.66655)",NR87_OWL01,6
33548985382,TRUE,2024-03-18T02:02:00Z,NA,NA,NA,NA,4,5,NA,NA,gps,"c(-90.2963, -0.6648)",NR87_OWL01,6
33548985383,TRUE,2024-03-18T03:03:00Z,NA,NA,NA,NA,3,28,NA,NA,gps,"c(-90.296283, -0.66515)",NR87_OWL01,6
29434150591,TRUE,2023-01-29T04:16:00Z,NA,NA,NA,0,3,58,0,4160,gps,"c(-90.287833, -0.646033)",PS0002_OWL11,3
29434163793,TRUE,2023-01-29T04:17:00Z,NA,NA,NA,0,6,4,0.1,4170,gps,"c(-90.287817, -0.646067)",PS0002_OWL11,3
29434163794,TRUE,2023-01-29T05:17:00Z,NA,NA,NA,0,6,2,0.1,4170,gps,"c(-90.287617, -0.64585)",PS0002_OWL11,3
29434161057,TRUE,2023-01-29T06:17:00Z,NA,NA,NA,0,5,6,0,4170,gps,"c(-90.287817, -0.646133)",PS0002_OWL11,3
29434156255,TRUE,2023-01-29T07:17:00Z,NA,NA,NA,0,4,4,0,4170,gps,"c(-90.287817, -0.646)",PS0002_OWL11,3
29434150592,TRUE,2023-01-29T08:18:00Z,NA,NA,NA,0,3,24,0,4160,gps,"c(-90.2877, -0.645933)",PS0002_OWL11,3
29434156256,TRUE,2023-01-29T09:18:00Z,NA,NA,NA,0,4,3,0.3,4170,gps,"c(-90.287583, -0.64585)",PS0002_OWL11,3
29434150737,TRUE,2023-01-29T10:19:00Z,NA,NA,NA,0,3,4,0,4170,gps,"c(-90.296467, -0.634783)",PS0002_OWL11,3
29434156254,TRUE,2023-01-29T11:19:00Z,NA,NA,NA,0,4,4,0.1,4170,gps,"c(-90.305033, -0.63315)",PS0002_OWL11,3
29434150589,TRUE,2023-01-29T12:20:00Z,NA,NA,NA,0,3,33,0,4160,gps,"c(-90.304183, -0.633783)",PS0002_OWL11,3
29434156142,TRUE,2023-01-29T13:20:00Z,NA,NA,NA,0,4,13,0.6,4160,gps,"c(-90.304167, -0.633783)",PS0002_OWL11,3
29434150588,TRUE,2023-01-29T14:21:00Z,NA,NA,NA,0,3,24,0,4160,gps,"c(-90.304217, -0.63375)",PS0002_OWL11,3
29434160990,TRUE,2023-01-29T15:21:00Z,NA,NA,NA,0,5,10,0.3,4160,gps,"c(-90.304083, -0.633733)",PS0002_OWL11,3
29434150469,TRUE,2023-01-29T16:22:00Z,NA,NA,NA,0,3,27,0.5,4150,gps,"c(-90.304183, -0.633733)",PS0002_OWL11,3
29434150470,TRUE,2023-01-29T22:01:00Z,NA,NA,NA,0,3,35,0,4150,gps,"c(-90.304133, -0.633783)",PS0002_OWL11,3
29434163720,TRUE,2023-01-29T23:01:00Z,NA,NA,NA,0,6,7,0.1,4150,gps,"c(-90.304167, -0.6338)",PS0002_OWL11,3
29434160898,TRUE,2023-01-30T00:01:00Z,NA,NA,NA,0,5,13,0.3,4150,gps,"c(-90.304017, -0.633767)",PS0002_OWL11,3
29434156045,TRUE,2023-01-30T01:02:00Z,NA,NA,NA,0,4,9,13,4150,gps,"c(-90.291483, -0.6438)",PS0002_OWL11,3
29434156046,TRUE,2023-01-30T02:02:00Z,NA,NA,NA,0,4,33,0.1,4150,gps,"c(-90.2882, -0.646817)",PS0002_OWL11,3
29434163721,TRUE,2023-01-30T03:03:00Z,NA,NA,NA,0,6,3,0.2,4150,gps,"c(-90.287733, -0.64575)",PS0002_OWL11,3
29434156047,TRUE,2023-01-30T04:03:00Z,NA,NA,NA,0,4,22,17,4150,gps,"c(-90.2874, -0.643617)",PS0002_OWL11,3
29434150371,TRUE,2023-01-30T05:04:00Z,NA,NA,NA,0,3,31,0,4140,gps,"c(-90.287783, -0.645883)",PS0002_OWL11,3
29434163722,TRUE,2023-01-30T06:04:00Z,NA,NA,NA,0,6,3,0,4150,gps,"c(-90.287517, -0.645817)",PS0002_OWL11,3
29434163723,TRUE,2023-01-30T07:05:00Z,NA,NA,NA,0,6,5,1.3,4150,gps,"c(-90.2869, -0.6457)",PS0002_OWL11,3
29434150372,TRUE,2023-01-30T08:05:00Z,NA,NA,NA,0,3,31,0,4140,gps,"c(-90.287767, -0.645833)",PS0002_OWL11,3
29434150373,TRUE,2023-01-30T09:05:00Z,NA,NA,NA,0,3,4,0,4140,gps,"c(-90.287767, -0.646033)",PS0002_OWL11,3
29434150473,TRUE,2023-01-30T10:06:00Z,NA,NA,NA,0,3,3,0.1,4150,gps,"c(-90.287867, -0.646083)",PS0002_OWL11,3
29434150374,TRUE,2023-01-30T11:07:00Z,NA,NA,NA,0,3,34,0,4140,gps,"c(-90.287767, -0.64585)",PS0002_OWL11,3
29434155890,TRUE,2023-01-30T12:07:00Z,NA,NA,NA,0,4,3,0.1,4140,gps,"c(-90.3043, -0.633833)",PS0002_OWL11,3
29434155891,TRUE,2023-01-30T13:07:00Z,NA,NA,NA,0,4,6,0,4140,gps,"c(-90.304017, -0.633533)",PS0002_OWL11,3
29434150291,TRUE,2023-01-30T14:08:00Z,NA,NA,NA,0,3,30,0,4130,gps,"c(-90.3042, -0.633733)",PS0002_OWL11,3
29434155787,TRUE,2023-01-30T15:09:00Z,NA,NA,NA,0,4,36,0,4130,gps,"c(-90.3042, -0.633767)",PS0002_OWL11,3
29434160647,TRUE,2023-01-30T16:09:00Z,NA,NA,NA,0,5,9,0.1,4130,gps,"c(-90.304083, -0.6337)",PS0002_OWL11,3
29434150292,TRUE,2023-01-30T22:01:00Z,NA,NA,NA,0,3,35,0,4130,gps,"c(-90.304133, -0.633817)",PS0002_OWL11,3
29434163572,TRUE,2023-01-30T23:01:00Z,NA,NA,NA,0,6,8,0.2,4130,gps,"c(-90.304133, -0.633733)",PS0002_OWL11,3
29434160645,TRUE,2023-01-31T00:02:00Z,NA,NA,NA,0,5,8,1.1,4130,gps,"c(-90.30435, -0.633833)",PS0002_OWL11,3
29434155789,TRUE,2023-01-31T01:02:00Z,NA,NA,NA,0,4,29,0,4130,gps,"c(-90.287533, -0.645933)",PS0002_OWL11,3
29434155788,TRUE,2023-01-31T02:03:00Z,NA,NA,NA,0,4,34,0,4130,gps,"c(-90.287783, -0.645917)",PS0002_OWL11,3
29434163575,TRUE,2023-01-31T03:03:00Z,NA,NA,NA,0,6,4,0,4130,gps,"c(-90.28765, -0.646017)",PS0002_OWL11,3
29434155790,TRUE,2023-01-31T04:04:00Z,NA,NA,NA,0,4,4,0.2,4130,gps,"c(-90.287133, -0.645983)",PS0002_OWL11,3
29434160648,TRUE,2023-01-31T05:04:00Z,NA,NA,NA,0,5,5,0,4130,gps,"c(-90.2886, -0.646183)",PS0002_OWL11,3
29434150210,TRUE,2023-01-31T06:05:00Z,NA,NA,NA,0,3,32,0,4120,gps,"c(-90.287783, -0.645867)",PS0002_OWL11,3
29434165048,TRUE,2023-01-31T07:05:00Z,NA,NA,NA,0,7,3,0,4130,gps,"c(-90.287833, -0.6461)",PS0002_OWL11,3
29434163574,TRUE,2023-01-31T08:05:00Z,NA,NA,NA,0,6,3,0,4130,gps,"c(-90.287783, -0.64585)",PS0002_OWL11,3
29434163573,TRUE,2023-01-31T09:05:00Z,NA,NA,NA,0,6,4,0,4130,gps,"c(-90.287883, -0.646017)",PS0002_OWL11,3
29434150209,TRUE,2023-01-31T10:06:00Z,NA,NA,NA,0,3,33,0,4120,gps,"c(-90.28785, -0.646017)",PS0002_OWL11,3
29434163571,TRUE,2023-01-31T11:06:00Z,NA,NA,NA,0,6,3,0,4130,gps,"c(-90.30565, -0.630067)",PS0002_OWL11,3
29434160646,TRUE,2023-01-31T12:07:00Z,NA,NA,NA,0,5,3,0.1,4130,gps,"c(-90.30415, -0.634033)",PS0002_OWL11,3
29434155626,TRUE,2023-01-31T13:07:00Z,NA,NA,NA,0,4,5,0.6,4120,gps,"c(-90.3041, -0.633767)",PS0002_OWL11,3
29434155625,TRUE,2023-01-31T14:08:00Z,NA,NA,NA,0,4,33,0.2,4120,gps,"c(-90.304583, -0.63365)",PS0002_OWL11,3
29434150208,TRUE,2023-01-31T15:08:00Z,NA,NA,NA,0,3,32,0,4120,gps,"c(-90.3044, -0.63395)",PS0002_OWL11,3
29434155347,TRUE,2023-01-31T16:09:00Z,NA,NA,NA,0,4,15,0.7,4110,gps,"c(-90.30475, -0.634033)",PS0002_OWL11,3
29434150108,TRUE,2023-01-31T22:01:00Z,NA,NA,NA,0,3,20,0,4110,gps,"c(-90.304383, -0.6339)",PS0002_OWL11,3
29434155348,TRUE,2023-01-31T23:01:00Z,NA,NA,NA,0,4,35,0.1,4110,gps,"c(-90.304367, -0.6339)",PS0002_OWL11,3
29434150109,TRUE,2023-02-01T00:02:00Z,NA,NA,NA,0,3,4,0.3,4110,gps,"c(-90.303983, -0.633817)",PS0002_OWL11,3
29434160507,TRUE,2023-02-01T01:02:00Z,NA,NA,NA,0,5,3,0,4120,gps,"c(-90.295617, -0.64135)",PS0002_OWL11,3
29434150114,TRUE,2023-02-01T02:03:00Z,NA,NA,NA,0,3,31,0,4110,gps,"c(-90.287917, -0.646067)",PS0002_OWL11,3
29434163267,TRUE,2023-02-01T03:03:00Z,NA,NA,NA,0,6,3,0.2,4110,gps,"c(-90.2878, -0.646017)",PS0002_OWL11,3
29434164879,TRUE,2023-02-01T04:03:00Z,NA,NA,NA,0,7,3,0,4110,gps,"c(-90.28785, -0.646083)",PS0002_OWL11,3
29434164880,TRUE,2023-02-01T05:03:00Z,NA,NA,NA,0,7,4,0.1,4110,gps,"c(-90.287833, -0.64605)",PS0002_OWL11,3
29434150116,TRUE,2023-02-01T06:04:00Z,NA,NA,NA,0,3,33,0,4110,gps,"c(-90.287783, -0.645833)",PS0002_OWL11,3
29434160185,TRUE,2023-02-01T07:04:00Z,NA,NA,NA,0,5,3,0.2,4110,gps,"c(-90.28785, -0.64595)",PS0002_OWL11,3
29434160184,TRUE,2023-02-01T08:05:00Z,NA,NA,NA,0,5,3,0.1,4110,gps,"c(-90.290333, -0.645133)",PS0002_OWL11,3
29434163266,TRUE,2023-02-01T09:05:00Z,NA,NA,NA,0,6,4,0.1,4110,gps,"c(-90.28785, -0.645833)",PS0002_OWL11,3
29434150115,TRUE,2023-02-01T10:06:00Z,NA,NA,NA,0,3,34,0,4110,gps,"c(-90.28785, -0.646017)",PS0002_OWL11,3
29434160181,TRUE,2023-02-01T11:06:00Z,NA,NA,NA,0,5,2,0.7,4110,gps,"c(-90.304217, -0.633867)",PS0002_OWL11,3
29434160180,TRUE,2023-02-01T12:06:00Z,NA,NA,NA,0,5,5,0.1,4110,gps,"c(-90.304367, -0.6343)",PS0002_OWL11,3
29434155349,TRUE,2023-02-01T13:06:00Z,NA,NA,NA,0,4,3,0,4110,gps,"c(-90.304167, -0.633783)",PS0002_OWL11,3
29434150028,TRUE,2023-02-01T14:07:00Z,NA,NA,NA,0,3,31,0,4100,gps,"c(-90.30445, -0.634067)",PS0002_OWL11,3
29434159952,TRUE,2023-02-01T15:07:00Z,NA,NA,NA,0,5,13,0.3,4100,gps,"c(-90.304517, -0.634167)",PS0002_OWL11,3
29434150029,TRUE,2023-02-01T16:08:00Z,NA,NA,NA,0,3,6,0.1,4100,gps,"c(-90.30445, -0.633983)",PS0002_OWL11,3
29434155183,TRUE,2023-02-01T22:01:00Z,NA,NA,NA,0,4,24,0.2,4100,gps,"c(-90.3043, -0.633967)",PS0002_OWL11,3
29434155184,TRUE,2023-02-01T23:01:00Z,NA,NA,NA,0,4,12,0.1,4100,gps,"c(-90.30385, -0.633867)",PS0002_OWL11,3
29434155182,TRUE,2023-02-02T00:01:00Z,NA,NA,NA,0,4,13,0.8,4100,gps,"c(-90.305333, -0.634)",PS0002_OWL11,3
29434150038,TRUE,2023-02-02T01:02:00Z,NA,NA,NA,0,3,29,0,4100,gps,"c(-90.28785, -0.646017)",PS0002_OWL11,3
29434159955,TRUE,2023-02-02T02:02:00Z,NA,NA,NA,0,5,5,0.2,4100,gps,"c(-90.2898, -0.65635)",PS0002_OWL11,3
29434159957,TRUE,2023-02-02T03:03:00Z,NA,NA,NA,0,5,3,0,4100,gps,"c(-90.2878, -0.645917)",PS0002_OWL11,3
29434150039,TRUE,2023-02-02T04:03:00Z,NA,NA,NA,0,3,31,0,4100,gps,"c(-90.28785, -0.646033)",PS0002_OWL11,3
29434150037,TRUE,2023-02-02T05:04:00Z,NA,NA,NA,0,3,6,0.4,4100,gps,"c(-90.287967, -0.645933)",PS0002_OWL11,3
29434159958,TRUE,2023-02-02T06:04:00Z,NA,NA,NA,0,5,8,22,4100,gps,"c(-90.283967, -0.644767)",PS0002_OWL11,3
29434149954,TRUE,2023-02-02T07:05:00Z,NA,NA,NA,0,3,28,0.3,4090,gps,"c(-90.29405, -0.60395)",PS0002_OWL11,3
29434149958,TRUE,2023-02-02T08:05:00Z,NA,NA,NA,0,3,35,0,4090,gps,"c(-90.291333, -0.644083)",PS0002_OWL11,3
29434155186,TRUE,2023-02-02T09:06:00Z,NA,NA,NA,0,4,4,0,4100,gps,"c(-90.29005, -0.646217)",PS0002_OWL11,3
29434150036,TRUE,2023-02-02T10:06:00Z,NA,NA,NA,0,3,9,0.4,4100,gps,"c(-90.289967, -0.64615)",PS0002_OWL11,3
29434159956,TRUE,2023-02-02T11:06:00Z,NA,NA,NA,0,5,2,0.1,4100,gps,"c(-90.288467, -0.646383)",PS0002_OWL11,3
29434149951,TRUE,2023-02-02T12:07:00Z,NA,NA,NA,0,3,36,0,4090,gps,"c(-90.305333, -0.634517)",PS0002_OWL11,3
29434155003,TRUE,2023-02-02T13:07:00Z,NA,NA,NA,0,4,3,0.9,4090,gps,"c(-90.305433, -0.634417)",PS0002_OWL11,3
29434155002,TRUE,2023-02-02T14:07:00Z,NA,NA,NA,0,4,5,0.2,4090,gps,"c(-90.3056, -0.634367)",PS0002_OWL11,3
29434159742,TRUE,2023-02-02T15:08:00Z,NA,NA,NA,0,5,8,0,4090,gps,"c(-90.305667, -0.634433)",PS0002_OWL11,3
29434149949,TRUE,2023-02-02T16:09:00Z,NA,NA,NA,0,3,33,0,4090,gps,"c(-90.305467, -0.634467)",PS0002_OWL11,3
29434149950,TRUE,2023-02-02T22:01:00Z,NA,NA,NA,0,3,32,0,4090,gps,"c(-90.305467, -0.63445)",PS0002_OWL11,3
29434155004,TRUE,2023-02-02T23:01:00Z,NA,NA,NA,0,4,4,0,4090,gps,"c(-90.305433, -0.634417)",PS0002_OWL11,3
29434149948,TRUE,2023-02-03T00:01:00Z,NA,NA,NA,0,3,5,0.3,4090,gps,"c(-90.305717, -0.6344)",PS0002_OWL11,3
29434155008,TRUE,2023-02-03T01:01:00Z,NA,NA,NA,0,4,12,0.3,4090,gps,"c(-90.290383, -0.646083)",PS0002_OWL11,3
29434155012,TRUE,2023-02-03T02:02:00Z,NA,NA,NA,0,4,48,14,4090,gps,"c(-90.288683, -0.648033)",PS0002_OWL11,3
29434155007,TRUE,2023-02-03T03:03:00Z,NA,NA,NA,0,4,24,0.1,4090,gps,"c(-90.290983, -0.644667)",PS0002_OWL11,3
29434155010,TRUE,2023-02-03T04:03:00Z,NA,NA,NA,0,4,4,0,4090,gps,"c(-90.29005, -0.646117)",PS0002_OWL11,3
29434155014,TRUE,2023-02-03T05:04:00Z,NA,NA,NA,0,4,5,0,4090,gps,"c(-90.284783, -0.667117)",PS0002_OWL11,3
29434149888,TRUE,2023-02-03T06:04:00Z,NA,NA,NA,0,3,35,0,4080,gps,"c(-90.288117, -0.67835)",PS0002_OWL11,3
29434155009,TRUE,2023-02-03T07:05:00Z,NA,NA,NA,0,4,4,0,4090,gps,"c(-90.290183, -0.677967)",PS0002_OWL11,3
29434149959,TRUE,2023-02-03T08:05:00Z,NA,NA,NA,0,3,5,16,4090,gps,"c(-90.289617, -0.677867)",PS0002_OWL11,3
29434155011,TRUE,2023-02-03T09:05:00Z,NA,NA,NA,0,4,7,11,4090,gps,"c(-90.289533, -0.682933)",PS0002_OWL11,3
29434149887,TRUE,2023-02-03T10:06:00Z,NA,NA,NA,0,3,58,0,4080,gps,"c(-90.288983, -0.676233)",PS0002_OWL11,3
29434155013,TRUE,2023-02-03T11:07:00Z,NA,NA,NA,0,4,5,0,4090,gps,"c(-90.287767, -0.64585)",PS0002_OWL11,3
29434149947,TRUE,2023-02-03T12:07:00Z,NA,NA,NA,0,3,4,0,4090,gps,"c(-90.305967, -0.6343)",PS0002_OWL11,3
29434149885,TRUE,2023-02-03T13:08:00Z,NA,NA,NA,0,3,29,0,4080,gps,"c(-90.305967, -0.634267)",PS0002_OWL11,3
29434149886,TRUE,2023-02-03T14:08:00Z,NA,NA,NA,0,3,4,0.2,4080,gps,"c(-90.30595, -0.634367)",PS0002_OWL11,3
29434159596,TRUE,2023-02-03T15:08:00Z,NA,NA,NA,0,5,11,0.1,4080,gps,"c(-90.30595, -0.634317)",PS0002_OWL11,3
29434149791,TRUE,2023-02-03T16:09:00Z,NA,NA,NA,0,3,35,0,4070,gps,"c(-90.305933, -0.6343)",PS0002_OWL11,3
29434149792,TRUE,2023-02-03T22:01:00Z,NA,NA,NA,0,3,37,0,4070,gps,"c(-90.305933, -0.6343)",PS0002_OWL11,3
29434159595,TRUE,2023-02-03T23:01:00Z,NA,NA,NA,0,5,8,0.8,4080,gps,"c(-90.305983, -0.634233)",PS0002_OWL11,3
29434159594,TRUE,2023-02-04T00:02:00Z,NA,NA,NA,0,5,3,0.1,4080,gps,"c(-90.306217, -0.633983)",PS0002_OWL11,3
29434154841,TRUE,2023-02-04T01:02:00Z,NA,NA,NA,0,4,9,0.3,4080,gps,"c(-90.2912, -0.6446)",PS0002_OWL11,3
29434149798,TRUE,2023-02-04T02:03:00Z,NA,NA,NA,0,3,24,0,4070,gps,"c(-90.291217, -0.644733)",PS0002_OWL11,3
29434164672,TRUE,2023-02-04T03:03:00Z,NA,NA,NA,0,7,3,0.1,4080,gps,"c(-90.2877, -0.645883)",PS0002_OWL11,3
29434159600,TRUE,2023-02-04T04:03:00Z,NA,NA,NA,0,5,5,0,4080,gps,"c(-90.290367, -0.645317)",PS0002_OWL11,3
29434162904,TRUE,2023-02-04T05:03:00Z,NA,NA,NA,0,6,5,0.1,4080,gps,"c(-90.29025, -0.644967)",PS0002_OWL11,3
29434149799,TRUE,2023-02-04T06:04:00Z,NA,NA,NA,0,3,30,0,4070,gps,"c(-90.290917, -0.644667)",PS0002_OWL11,3
29434159599,TRUE,2023-02-04T07:04:00Z,NA,NA,NA,0,5,4,0.1,4080,gps,"c(-90.290667, -0.6442)",PS0002_OWL11,3
29434164671,TRUE,2023-02-04T08:05:00Z,NA,NA,NA,0,7,4,0.1,4080,gps,"c(-90.287783, -0.64605)",PS0002_OWL11,3
29434162905,TRUE,2023-02-04T09:05:00Z,NA,NA,NA,0,6,5,0.1,4080,gps,"c(-90.29025, -0.645967)",PS0002_OWL11,3
29434149801,TRUE,2023-02-04T10:06:00Z,NA,NA,NA,0,3,32,0,4070,gps,"c(-90.290217, -0.64595)",PS0002_OWL11,3
29434159601,TRUE,2023-02-04T11:06:00Z,NA,NA,NA,0,5,5,0.1,4080,gps,"c(-90.290283, -0.646417)",PS0002_OWL11,3
29434154665,TRUE,2023-02-04T12:06:00Z,NA,NA,NA,0,4,3,0.3,4070,gps,"c(-90.305417, -0.634483)",PS0002_OWL11,3
29434154666,TRUE,2023-02-04T13:06:00Z,NA,NA,NA,0,4,4,0.8,4070,gps,"c(-90.30515, -0.634267)",PS0002_OWL11,3
29434149793,TRUE,2023-02-04T14:07:00Z,NA,NA,NA,0,3,32,0,4070,gps,"c(-90.305517, -0.634483)",PS0002_OWL11,3
29434154664,TRUE,2023-02-04T15:07:00Z,NA,NA,NA,0,4,8,0.4,4070,gps,"c(-90.305517, -0.634433)",PS0002_OWL11,3
29434154663,TRUE,2023-02-04T16:08:00Z,NA,NA,NA,0,4,6,0,4070,gps,"c(-90.305533, -0.634583)",PS0002_OWL11,3
29434149795,TRUE,2023-02-04T22:01:00Z,NA,NA,NA,0,3,27,0,4070,gps,"c(-90.305467, -0.634467)",PS0002_OWL11,3
29434149794,TRUE,2023-02-04T23:01:00Z,NA,NA,NA,0,3,38,0,4070,gps,"c(-90.305483, -0.634433)",PS0002_OWL11,3
29434159376,TRUE,2023-02-05T00:02:00Z,NA,NA,NA,0,5,7,0.2,4070,gps,"c(-90.30525, -0.63435)",PS0002_OWL11,3
29434162761,TRUE,2023-02-05T01:02:00Z,NA,NA,NA,0,6,5,0,4070,gps,"c(-90.29025, -0.645633)",PS0002_OWL11,3
29434149800,TRUE,2023-02-05T02:03:00Z,NA,NA,NA,0,3,25,0,4070,gps,"c(-90.290633, -0.644883)",PS0002_OWL11,3
29434149797,TRUE,2023-02-05T03:03:00Z,NA,NA,NA,0,3,3,0.3,4070,gps,"c(-90.291233, -0.644983)",PS0002_OWL11,3
29434154670,TRUE,2023-02-05T04:03:00Z,NA,NA,NA,0,4,10,0.7,4070,gps,"c(-90.290117, -0.646367)",PS0002_OWL11,3
29434159378,TRUE,2023-02-05T05:04:00Z,NA,NA,NA,0,5,17,1.9,4070,gps,"c(-90.291017, -0.644717)",PS0002_OWL11,3
29434149700,TRUE,2023-02-05T06:04:00Z,NA,NA,NA,0,3,31,0,4060,gps,"c(-90.291367, -0.644983)",PS0002_OWL11,3
29434154668,TRUE,2023-02-05T07:05:00Z,NA,NA,NA,0,4,6,0.1,4070,gps,"c(-90.291417, -0.644833)",PS0002_OWL11,3
29434149796,TRUE,2023-02-05T08:05:00Z,NA,NA,NA,0,3,6,0.1,4070,gps,"c(-90.29135, -0.644817)",PS0002_OWL11,3
29434149705,TRUE,2023-02-05T09:06:00Z,NA,NA,NA,0,3,26,0,4060,gps,"c(-90.290417, -0.6453)",PS0002_OWL11,3
